PassengerId,Score
469,1.638
470,2.4910000000000005
471,1.585
472,1.585
473,2.5260000000000002
474,2.393
475,1.9449999999999998
476,1.973
477,2.007
478,1.776
479,1.585
480,2.1550000000000002
481,1.399
482,1.816
483,1.585
484,1.9449999999999998
485,2.3810000000000002
486,2.06
487,2.5240000000000005
488,2.1900000000000004
489,1.585
490,1.986
491,1.776
492,1.585
493,1.973
494,2.1900000000000004
495,1.585
496,1.802
497,2.7410000000000005
498,1.585
499,2.6830000000000003
500,1.585
501,1.585
502,1.9979999999999998
503,1.9979999999999998
504,1.9449999999999998
505,2.333
506,2.3810000000000002
507,2.335
508,1.973
509,1.585
510,1.585
511,1.638
512,1.585
513,1.973
514,2.7410000000000005
515,1.585
516,1.973
517,2.176
518,1.638
519,2.3670000000000004
520,1.585
521,2.333
522,1.585
523,1.802
524,2.76
525,1.802
526,1.638
527,2.176
528,1.973
529,1.585
530,2.145
531,2.5770000000000004
532,1.802
533,2.2030000000000003
534,2.3209999999999997
535,1.9449999999999998
536,2.335
537,1.973
538,2.55
539,1.585
540,2.7089999999999996
541,2.492
542,1.926
543,1.926
544,2.007
545,2.3810000000000002
546,1.973
547,2.3670000000000004
548,2.0330000000000004
549,1.986
550,2.217
551,2.349
552,1.816
553,1.638
554,1.802
555,1.9449999999999998
556,1.973
557,2.7410000000000005
558,2.1900000000000004
559,2.7340000000000004
560,2.136
561,1.638
562,1.585
563,1.816
564,1.585
565,1.9449999999999998
566,1.704
567,1.585
568,1.6039999999999999
569,1.802
570,1.585
571,1.816
572,2.4520000000000004
573,1.973
574,1.9979999999999998
575,1.585
576,1.585
577,2.176
578,2.5240000000000005
579,2.353
580,1.585
581,2.5770000000000004
582,2.9510000000000005
583,1.816
584,2.1900000000000004
585,1.802
586,2.492
587,1.816
588,2.591
589,1.585
590,1.585
591,1.585
592,2.7410000000000005
593,1.585
594,2.157
595,2.007
596,1.986
597,2.176
598,1.585
599,1.802
600,2.3810000000000002
601,2.5050000000000003
602,1.585
603,1.973
604,1.585
605,2.1900000000000004
606,1.776
607,1.585
608,1.973
609,2.7430000000000003
610,2.333
611,1.995
612,1.585
613,2.189
614,1.638
615,1.585
616,2.5260000000000002
617,1.986
618,2.136
619,2.5050000000000003
620,1.816
621,1.993
622,2.164
623,2.2030000000000003
624,1.585
625,1.585
626,1.973
627,1.8690000000000002
628,2.333
629,1.585
630,1.638
631,1.973
632,1.585
633,2.1900000000000004
634,1.973
635,2.0090000000000003
636,2.176
637,1.585
638,2.217
639,1.8039999999999998
640,1.776
641,1.585
642,2.55
643,2.0090000000000003
644,1.585
645,2.4910000000000005
646,2.3810000000000002
647,1.585
648,2.1900000000000004
649,1.585
650,1.9449999999999998
651,1.585
652,2.386
653,1.585
654,1.9979999999999998
655,1.9979999999999998
656,1.9349999999999998
657,1.585
658,2.3990000000000005
659,1.816
660,2.349
661,2.092
662,1.802
663,1.973
664,1.585
665,1.776
666,1.9349999999999998
667,1.816
668,1.585
669,1.585
670,2.5240000000000005
671,2.5770000000000004
672,2.164
673,1.816
674,1.816
675,1.816
676,1.585
677,1.585
678,1.9449999999999998
679,1.7950000000000002
680,2.4000000000000004
681,1.9979999999999998
682,2.1900000000000004
683,1.585
684,1.399
685,2.217
686,2.383
687,1.617
688,1.585
689,1.585
690,2.543
691,2.164
692,2.372
693,1.585
694,1.802
695,1.973
696,1.816
697,1.585
698,1.9979999999999998
699,2.591
700,1.585
701,2.7410000000000005
702,1.973
703,2.372
704,1.638
705,1.776
706,1.816
707,2.176
708,1.973
709,2.333
710,2.2030000000000003
711,2.55
712,1.973
713,2.164
714,1.585
715,1.816
716,1.585
717,2.55
718,2.176
719,1.638
720,1.585
721,2.386
722,1.776
723,1.816
724,1.816
725,2.164
726,1.585
727,2.0810000000000004
728,1.9979999999999998
729,2.007
730,2.136
731,2.333
732,1.802
733,1.816
734,1.816
735,1.816
736,1.585
737,2.3950000000000005
738,2.1900000000000004
739,1.585
740,1.585
741,1.973
742,2.164
743,2.8280000000000003
744,1.776
745,1.585
746,2.374
747,1.986
748,2.176
749,2.164
750,1.638
751,2.5770000000000004
752,1.7950000000000002
753,1.585
754,1.585
755,2.5260000000000002
756,2.217
757,1.585
758,1.816
759,1.585
760,2.333
761,1.585
762,1.585
763,1.802
764,2.6830000000000003
765,1.585
766,2.5240000000000005
767,2.1900000000000004
768,1.9979999999999998
769,1.8290000000000002
770,1.585
771,1.585
772,1.585
773,2.176
774,1.802
775,2.6260000000000003
776,1.585
777,1.638
778,1.9449999999999998
779,1.638
780,2.543
781,2.162
782,2.5240000000000005
783,1.973
784,1.935
785,1.585
786,1.585
787,1.9449999999999998
788,1.67
789,1.935
790,2.1900000000000004
791,1.638
792,1.816
793,1.7590000000000001
794,2.1900000000000004
795,1.585
796,1.816
797,2.333
798,1.9449999999999998
799,1.802
800,2.3460000000000005
801,1.816
802,2.5770000000000004
803,2.3230000000000004
804,2.0120000000000005
805,1.585
806,1.585
807,1.973
808,1.9449999999999998
809,1.816
810,2.5240000000000005
811,1.585
812,1.585
813,1.816
814,1.926
815,1.585
816,1.973
817,1.9449999999999998
818,2.434
819,1.585
820,1.649
821,2.7340000000000004
822,1.585
823,1.973
824,2.1550000000000002
825,1.617
826,1.638
827,1.585
828,2.192
829,1.638
830,1.996
831,2.353
832,2.217
833,1.802
834,1.585
835,1.585
836,2.9510000000000005
837,1.585
838,1.585
839,1.585
840,2.1900000000000004
841,1.585
842,1.816
843,2.55
844,1.802
845,1.585
846,1.585
847,1.399
848,1.802
849,2.0260000000000002
850,2.7410000000000005
851,1.566
852,1.585
853,2.5630000000000006
854,2.543
855,2.3670000000000004
856,2.1550000000000002
857,2.7340000000000004
858,1.973
859,2.4210000000000003
860,1.802
861,1.704
862,2.007
863,2.333
864,1.7590000000000001
865,1.816
866,2.176
867,2.5840000000000005
868,1.973
869,1.585
870,1.986
871,1.585
872,2.7340000000000004
873,1.973
874,1.585
875,2.5840000000000005
876,2.162
877,1.585
878,1.585
879,1.585
880,2.76
881,2.386
882,1.585
883,1.9449999999999998
884,1.816
885,1.585
886,1.8569999999999998
887,1.816
888,2.333
889,2.2950000000000004
890,2.1900000000000004
891,1.638
