PassengerId,Score
1095,2.5770000000000004
1096,1.816
1097,2.1900000000000004
1098,1.9979999999999998
1099,1.816
1100,2.55
1101,1.585
1102,1.585
1103,1.585
1104,1.816
1105,2.3670000000000004
1106,1.926
1107,1.973
1108,1.9979999999999998
1109,2.374
1110,2.9510000000000005
1111,1.585
1112,2.5840000000000005
1113,1.585
1114,2.176
1115,1.585
1116,2.55
1117,2.3209999999999997
1118,1.585
1119,1.9979999999999998
1120,1.585
1121,1.816
1122,1.816
1123,2.333
1124,1.776
1125,1.638
1126,2.3810000000000002
1127,1.585
1128,2.3810000000000002
1129,1.802
1130,2.5770000000000004
1131,2.7410000000000005
1132,2.55
1133,2.335
1134,2.591
1135,1.585
1136,1.935
1137,2.164
1138,2.176
1139,2.217
1140,2.3670000000000004
1141,2.353
1142,2.5260000000000002
1143,1.585
1144,2.3810000000000002
1145,1.585
1146,1.585
1147,1.585
1148,1.638
1149,1.585
1150,2.176
1151,1.585
1152,1.776
1153,1.585
1154,2.335
1155,2.3460000000000005
1156,2.0330000000000004
1157,1.585
1158,1.973
1159,1.585
1160,1.9449999999999998
1161,1.585
1162,2.1900000000000004
1163,1.638
1164,2.7410000000000005
1165,2.189
1166,1.802
1167,2.3670000000000004
1168,1.816
1169,2.007
1170,2.007
1171,1.816
1172,1.9449999999999998
1173,1.986
1174,1.9979999999999998
1175,2.5630000000000006
1176,2.3460000000000005
1177,1.585
1178,1.585
1179,2.164
1180,1.802
1181,1.585
1182,1.973
1183,1.9979999999999998
1184,1.802
1185,2.374
1186,1.585
1187,1.585
1188,2.7430000000000003
1189,1.921
1190,1.973
1191,1.585
1192,1.585
1193,2.0330000000000004
1194,2.0260000000000002
1195,1.585
1196,1.9979999999999998
1197,2.7340000000000004
1198,2.3230000000000004
1199,1.7950000000000002
1200,2.374
1201,2.136
1202,1.585
1203,1.802
1204,1.585
1205,1.9979999999999998
1206,2.55
1207,1.9979999999999998
1208,2.3810000000000002
1209,1.816
1210,1.585
1211,1.9349999999999998
1212,1.585
1213,1.802
1214,1.816
1215,1.973
1216,2.333
1217,1.585
1218,2.5050000000000003
1219,2.1900000000000004
1220,2.007
1221,1.816
1222,2.335
1223,2.1900000000000004
1224,1.802
1225,2.5630000000000006
1226,1.585
1227,1.973
1228,1.816
1229,1.961
1230,1.816
1231,1.802
1232,1.816
1233,1.585
1234,1.435
1235,2.76
1236,1.986
1237,1.9449999999999998
1238,1.816
1239,2.162
1240,1.816
1241,2.176
1242,2.76
1243,1.816
1244,1.816
1245,2.1660000000000004
1246,2.2950000000000004
1247,1.973
1248,2.4520000000000004
1249,1.585
1250,1.638
1251,2.136
1252,1.399
1253,2.7940000000000005
1254,2.176
1255,1.585
1256,2.7410000000000005
1257,1.7950000000000002
1258,1.993
1259,1.9449999999999998
1260,2.76
1261,2.0330000000000004
1262,2.007
1263,2.55
1264,1.973
1265,1.816
1266,2.7340000000000004
1267,2.55
1268,2.064
1269,1.816
1270,1.973
1271,1.566
1272,1.638
1273,1.638
1274,1.9449999999999998
1275,2.136
1276,1.816
1277,2.5260000000000002
1278,1.585
1279,1.816
1280,1.638
1281,1.7
1282,1.973
1283,2.543
1284,1.744
1285,1.816
1286,1.7
1287,2.5240000000000005
1288,1.638
1289,2.9510000000000005
1290,1.585
1291,1.638
1292,2.333
1293,2.007
1294,2.76
1295,1.973
1296,2.3810000000000002
1297,2.0330000000000004
1298,2.007
1299,2.591
1300,1.9979999999999998
1301,2.3460000000000005
1302,1.9979999999999998
1303,2.5770000000000004
1304,1.9449999999999998
1305,1.585
1306,2.55
1307,1.585
1308,1.585
1309,2.2030000000000003
